userID ItemID FitRate StyleRate
4811 32 2 2 
4811 17 1 5 
4811 19 5 3 
4812 29 1 5 
4812 44 3 5 
4812 98 3 2 
4812 52 4 4 
4812 29 3 3 
4813 38 3 3 
4813 45 4 4 
4813 70 1 5 
4814 54 5 1 
4815 31 5 3 
4815 86 4 5 
4815 76 2 2 
4815 47 2 2 
4815 17 5 3 
4816 8 4 5 
4817 65 2 3 
4818 48 4 1 
4818 100 1 4 
4818 65 5 3 
4818 34 5 4 
4818 58 4 4 
4819 84 2 4 
4819 84 1 3 
4819 38 3 1 
4819 76 4 1 
4820 1 3 2 
4820 50 1 5 
4820 22 4 3 
4820 14 4 5 
4821 37 3 4 
4821 60 2 4 
4821 9 2 1 
4821 30 5 5 
4821 75 5 2 
4822 69 1 5 
4822 29 2 2 
4822 5 2 3 
4823 12 3 5 
4823 38 1 2 
4823 50 5 4 
4824 67 3 4 
4824 86 2 3 
4824 31 3 3 
4824 85 2 4 
4824 44 3 2 
4825 89 1 3 
4825 4 3 2 
4825 1 4 5 
4826 84 4 2 
4826 55 3 1 
4826 66 3 3 
4826 20 2 2 
4827 81 5 5 
4827 95 1 5 
4827 25 2 3 
4827 84 3 3 
4827 55 1 1 
4828 14 3 4 
4828 71 5 2 
4829 91 1 3 
4829 22 1 4 
4829 65 4 4 
4830 58 4 2 
4830 99 5 3 
4830 48 1 3 
4830 53 5 1 
4831 59 4 4 
4832 38 4 5 
4832 48 4 3 
4833 82 3 1 
4834 63 5 4 
4835 54 2 1 
4835 78 3 5 
4835 16 1 4 
4835 1 3 3 
4836 90 2 1 
4837 97 1 5 
4837 64 1 4 
4837 60 2 5 
4837 71 1 4 
4838 100 3 5 
4839 19 1 5 
4839 16 3 3 
4839 60 3 3 
4840 81 5 5 
4841 94 3 3 
4841 97 1 3 
4841 25 2 2 
4842 50 5 2 
4842 8 2 1 
4842 29 5 5 
4842 96 4 3 
4843 7 4 5 
4843 13 1 2 
4843 45 1 3 
4844 51 2 3 
4845 22 2 1 
4846 27 1 5 
4846 98 2 1 
4846 58 1 3 
4846 4 5 5 
4846 45 1 1 
4847 66 2 3 
4848 58 5 1 
4848 78 4 5 
4849 96 5 2 
4850 85 1 4 
4850 13 4 5 
4851 82 4 5 
4851 59 2 3 
4851 19 3 4 
4852 15 1 3 
4853 28 5 4 
4854 23 2 3 
4854 55 3 3 
4854 50 2 4 
4854 40 5 3 
4855 42 1 5 
4856 34 5 2 
4856 11 4 1 
4856 81 3 2 
4856 16 5 2 
4856 30 4 1 
4857 74 3 2 
4857 51 2 4 
4857 72 4 2 
4857 18 3 1 
4858 67 1 3 
4858 39 5 4 
4858 60 4 3 
4858 17 4 4 
4859 60 2 3 
4859 77 2 5 
4859 73 4 2 
4860 50 2 5 
4860 25 5 3 
4860 95 5 4 
4861 65 1 5 
4862 79 3 2 
4862 49 2 5 
4862 59 3 3 
4863 22 4 3 
4864 77 3 2 
4865 21 3 3 
4865 76 1 2 
4865 31 1 2 
4865 52 3 4 
4865 9 5 4 
4866 33 3 3 
4866 60 4 4 
4867 24 5 3 
4868 45 3 5 
4868 32 4 1 
4868 96 4 2 
4868 69 3 4 
4869 28 3 2 
4869 15 3 3 
4869 74 5 3 
4869 17 5 5 
4870 14 4 1 
4871 75 4 3 
4871 42 5 2 
4872 25 4 4 
4872 26 2 1 
4872 63 1 5 
4872 85 3 5 
4872 64 5 4 
4873 97 4 4 
4873 21 4 3 
4873 27 4 1 
4873 81 4 1 
4874 26 5 1 
4874 39 3 2 
4874 57 2 1 
4875 36 3 2 
4875 10 3 1 
4875 22 3 3 
4876 18 4 5 
4877 23 5 1 
4877 40 4 2 
4878 55 3 5 
4878 70 4 5 
4878 1 2 2 
4878 78 5 5 
4878 40 4 2 
4879 0 2 3 
4879 77 5 3 
4879 69 3 2 
4879 95 3 5 
4879 23 4 1 
4880 92 3 2 
4881 53 2 4 
4881 12 5 1 
4881 39 3 1 
4882 63 4 5 
4882 59 5 4 
4882 73 1 1 
4882 65 4 1 
4882 42 3 2 
4883 35 1 2 
4883 65 3 1 
4883 71 5 3 
4883 72 1 4 
4884 91 4 5 
4884 47 2 2 
4884 29 2 4 
4885 33 4 3 
4886 57 5 1 
4886 76 5 5 
4887 69 4 2 
4887 85 5 4 
4887 84 3 4 
4887 19 2 5 
4888 33 4 5 
4889 36 1 5 
4889 13 1 3 
4889 69 3 1 
4890 100 3 5 
4890 0 1 3 
4890 59 3 3 
4890 60 5 1 
4891 19 1 4 
4891 51 2 1 
4891 29 4 5 
4891 0 3 4 
4892 25 1 1 
4892 79 1 3 
4892 33 1 5 
4893 55 3 4 
4893 59 3 3 
4893 15 4 2 
4894 76 3 4 
4895 46 1 3 
4895 24 5 5 
4895 77 2 2 
4895 39 4 5 
4896 55 5 1 
4897 46 5 5 
4898 99 2 4 
4898 83 2 1 
4899 11 3 4 
4900 85 4 5 
4900 54 3 3 
4900 96 3 3 
4900 7 1 1 
4901 5 5 1 
4902 10 2 2 
4903 8 4 1 
4903 13 1 1 
4903 57 4 2 
4903 18 5 1 
4903 51 4 3 
4904 31 3 2 
4905 70 1 5 
4905 2 3 5 
4905 53 2 4 
4906 63 1 1 
4906 83 3 1 
4906 75 1 4 
4906 54 2 1 
4906 83 4 3 
4907 73 3 5 
4907 54 1 4 
4907 9 5 3 
4907 76 4 4 
4907 64 5 5 
4908 3 1 4 
4908 84 2 2 
4908 47 4 3 
4909 21 5 3 
4909 15 2 3 
4909 15 2 5 
4909 29 5 2 
4909 19 5 4 
4910 49 1 4 
4910 53 4 3 
4910 94 3 1 
4910 55 4 3 
4911 21 3 2 
4912 65 2 5 
4912 59 3 2 
4913 99 3 3 
4913 44 5 2 
4914 8 2 3 
4914 29 2 1 
4914 8 4 2 
4914 91 3 5 
4914 19 1 5 
4915 61 2 2 
4915 94 4 4 
4915 83 2 1 
4916 18 2 5 
4917 69 1 3 
4917 79 5 4 
4918 25 1 5 
4918 94 1 5 
4918 24 3 2 
4918 20 5 1 
4918 80 5 2 
4919 11 5 4 
4919 32 5 1 
4919 21 5 2 
4919 82 2 5 
4920 46 4 1 
4920 3 5 2 
4920 70 4 3 
4921 96 1 5 
4922 73 2 5 
4922 10 1 4 
4922 8 2 2 
4923 21 1 4 
4923 100 2 5 
4923 100 3 3 
4924 79 1 2 
4925 63 3 1 
4925 60 2 3 
4926 20 3 2 
4926 68 5 1 
4926 63 4 2 
4926 84 1 4 
4927 41 5 2 
4927 85 4 5 
4928 66 5 5 
4928 89 4 3 
4928 39 5 4 
4928 51 3 2 
4929 16 5 2 
4930 47 1 1 
4931 77 4 3 
4932 85 1 5 
4933 62 5 2 
4933 15 1 2 
4934 18 4 2 
4934 45 2 2 
4934 32 3 2 
4935 88 2 5 
4936 17 1 5 
4936 28 5 5 
4936 78 2 5 
4936 54 1 3 
4937 63 3 4 
4937 4 3 1 
4937 16 4 3 
4937 57 2 3 
4938 31 2 1 
4938 1 4 1 
4938 64 3 2 
4938 12 5 4 
4938 28 3 5 
4939 5 3 5 
4939 78 3 3 
4939 28 5 3 
4939 8 4 1 
4940 57 4 4 
4940 56 2 3 
4940 15 3 3 
4940 42 4 5 
4940 80 2 5 
4941 23 5 1 
4942 97 2 3 
4942 33 4 2 
4943 83 2 1 
4943 100 1 4 
4943 63 1 5 
4944 96 3 2 
4944 24 4 2 
4944 50 2 2 
4945 70 2 5 
4945 31 3 5 
4945 98 5 1 
4946 3 5 5 
4946 36 1 4 
4946 48 1 3 
4946 34 2 1 
4946 69 2 1 
4947 36 5 3 
4947 47 4 2 
4947 41 4 4 
4948 9 4 4 
4949 16 4 3 
4949 50 4 2 
4949 93 5 4 
4950 86 4 3 
4950 52 5 3 
4950 84 1 1 
4950 20 3 4 
4950 29 1 3 
4951 55 5 5 
4951 73 1 2 
4951 55 5 3 
4951 79 4 1 
4951 54 4 2 
4952 64 3 1 
4952 50 5 4 
4952 8 3 5 
4952 36 1 4 
4953 60 3 3 
4953 72 1 1 
4953 74 1 4 
4953 38 2 2 
4953 3 2 4 
4954 95 2 5 
4954 92 5 4 
4954 22 3 1 
4954 7 5 4 
4954 53 3 3 
4955 97 2 4 
4955 83 4 5 
4955 77 4 5 
4955 82 3 1 
4955 16 2 3 
4956 25 3 5 
4956 0 2 3 
4956 37 3 3 
4956 36 2 5 
4957 59 5 4 
4957 24 1 1 
4957 1 5 2 
4958 36 2 1 
4958 82 1 3 
4958 76 3 2 
4958 64 4 4 
4959 53 3 1 
4959 57 4 4 
4959 26 3 5 
4959 51 5 4 
4959 27 1 3 
4960 87 1 3 
4960 19 3 4 
4960 100 3 4 
4961 66 4 4 
4961 25 3 5 
4961 2 4 2 
4961 8 2 1 
4962 58 5 3 
4962 97 3 1 
4962 86 3 5 
4962 73 3 3 
4962 85 2 2 
4963 51 4 5 
4963 59 3 5 
4963 2 5 1 
4963 48 5 2 
4964 20 2 4 
4964 6 3 4 
4964 30 5 3 
4964 89 5 2 
4965 51 5 3 
4965 21 3 3 
4965 37 2 4 
4965 54 3 2 
4966 27 4 2 
4966 21 3 2 
4966 79 4 2 
4966 28 4 2 
4967 70 1 2 
4967 72 5 1 
4967 17 1 3 
4967 57 1 1 
4967 55 2 4 
4968 56 2 5 
4969 85 3 3 
4970 91 5 5 
4971 6 2 2 
4972 76 3 3 
4972 94 3 3 
4973 13 1 1 
4973 59 2 3 
4974 15 4 1 
4975 82 2 2 
4975 48 4 1 
4975 72 5 3 
4976 13 5 5 
4976 79 4 2 
4977 64 3 3 
4977 8 5 1 
4977 22 2 1 
4977 19 1 4 
4978 98 5 4 
4978 6 1 3 
4978 21 5 2 
4978 91 4 1 
4978 58 5 3 
4979 77 5 5 
4980 28 2 2 
4980 40 5 1 
4981 61 4 3 
4981 87 1 2 
4981 15 1 5 
4981 84 5 2 
4982 53 2 4 
4983 1 4 2 
4983 39 1 4 
4984 3 5 1 
4984 33 3 2 
4984 11 3 3 
4984 38 5 4 
4984 39 4 2 
4985 28 4 5 
4985 70 3 5 
4986 44 5 3 
4986 23 3 5 
4986 91 3 5 
4987 86 2 5 
4987 76 4 5 
4987 89 3 4 
4987 80 4 1 
4988 41 3 4 
4988 45 2 2 
4988 68 1 5 
4989 30 1 4 
4989 18 3 4 
4989 3 3 1 
4989 96 4 5 
4989 82 3 1 
4990 76 4 5 
4991 74 3 3 
4992 54 3 3 
4993 12 1 5 
4993 79 4 4 
4993 30 4 2 
4993 84 5 1 
4993 32 4 1 
4994 73 1 2 
4994 34 1 4 
4994 10 3 1 
4995 49 4 4 
4996 7 3 3 
4996 54 2 5 
4996 35 2 4 
4996 66 4 4 
4996 9 5 5 
4997 57 3 1 
4998 79 5 4 
4998 23 1 5 
4998 3 4 5 
4999 6 3 5 
4999 71 4 2 
5000 31 5 3 
5000 30 4 5 
5000 34 3 5 
5001 80 2 2 
5001 56 5 1 
5002 4 1 3 
5002 45 2 1 
5003 85 3 4 
5003 73 1 3 
5004 85 4 2 
5004 44 4 2 
5004 30 2 2 
5004 35 1 1 
5005 74 2 4 
5006 12 3 4 
5006 4 4 5 
5007 49 5 1 
5007 71 2 5 
5007 18 5 3 
5008 11 4 3 
5009 72 1 2 
5009 91 5 2 
5009 37 5 1 
5010 37 4 5 
5010 57 2 3 
5010 7 3 1 
5010 34 2 2 
5011 44 1 4 
5011 72 2 3 
5011 92 3 5 
5011 75 2 1 
5012 57 3 5 
5012 27 1 3 
5012 29 2 1 
5012 97 4 3 
5013 55 1 5 
5013 10 3 2 
5013 58 2 1 
5014 11 4 4 
5015 34 3 2 
5015 5 4 2 
5015 21 2 1 
5016 97 5 5 
5016 4 1 3 
5016 98 4 3 
5016 27 5 3 
5017 23 2 3 
5017 71 4 3 
5017 86 1 4 
5017 35 4 2 
5018 51 1 5 
5018 41 5 4 
5019 68 2 5 
5019 62 4 5 
5019 60 2 2 
5019 80 1 5 
5020 0 5 2 
5020 75 3 2 
5020 96 4 4 
5020 7 3 5 
5020 57 5 5 
5021 90 5 4 
5022 13 4 5 
5022 39 1 5 
5022 92 2 3 
5022 13 4 3 
5022 1 2 5 
5023 90 2 5 
5023 61 5 4 
5023 32 1 3 
5024 24 2 5 
5024 15 5 2 
5024 19 5 5 
5024 70 2 2 
5025 74 2 2 
5025 23 3 5 
5026 22 3 2 
5026 91 4 2 
5026 41 5 4 
5027 34 3 1 
5027 47 3 2 
5027 73 1 2 
5027 87 2 2 
5027 77 1 5 
5028 69 4 3 
5028 0 2 5 
5028 95 1 2 
5028 85 4 1 
5028 0 2 5 
5029 92 2 2 
5029 90 4 5 
5029 90 4 4 
5030 56 2 4 
5030 87 5 3 
5030 2 3 2 
5030 44 1 2 
5031 75 3 2 
5031 50 1 1 
5031 67 5 4 
5032 86 3 1 
5033 70 5 5 
5033 66 4 5 
5034 2 3 1 
5034 52 3 2 
5034 43 3 3 
5034 17 2 4 
5035 35 1 1 
5035 90 4 1 
5035 77 2 2 
5036 65 1 2 
5036 90 5 3 
5036 42 4 3 
5036 78 4 4 
5037 90 5 1 
5037 14 4 3 
5037 33 1 3 
5037 21 2 3 
5038 0 3 2 
5038 17 2 4 
5039 81 4 3 
5039 83 2 3 
5039 49 1 5 
5039 47 1 4 
5040 77 2 1 
5040 89 2 4 
5040 61 2 1 
5040 42 5 5 
5041 92 1 5 
5042 13 3 3 
5042 0 2 2 
5042 41 1 5 
5042 48 4 2 
5042 90 1 2 
5043 85 1 5 
5043 59 1 4 
5044 19 3 1 
5044 58 1 5 
5044 0 1 3 
5044 38 4 2 
5045 10 5 3 
5045 21 2 5 
5046 89 2 1 
5046 21 4 3 
5046 16 4 4 
5047 29 4 4 
5047 74 3 4 
5047 16 4 1 
5047 57 2 4 
5047 98 4 1 
5048 63 2 5 
5048 3 2 5 
5049 17 3 2 
5050 40 5 1 
5050 23 4 3 
5050 25 1 1 
5051 53 3 2 
5052 91 5 1 
5052 97 3 1 
5052 10 5 2 
5052 76 3 2 
5052 49 1 2 
5053 68 3 1 
5053 79 3 3 
5054 38 1 5 
5054 28 1 1 
5055 66 1 5 
5056 34 2 2 
5056 81 1 3 
5057 59 3 2 
5058 14 4 5 
5058 64 5 5 
5058 46 1 3 
5059 39 2 5 
5059 51 3 1 
5059 9 4 4 
5059 32 1 1 
5060 95 2 3 
5060 74 1 2 
5060 3 1 2 
5060 43 5 2 
5060 100 1 1 
5061 64 3 3 
5061 67 4 5 
5061 1 4 2 
5061 74 1 5 
5061 31 4 5 
5062 8 2 1 
5062 39 5 1 
5063 10 1 3 
5064 16 2 3 
5064 32 3 4 
5064 95 4 1 
5064 62 4 5 
5065 86 3 4 
5066 54 2 2 
5066 60 2 1 
5066 13 1 5 
5066 93 2 1 
5066 78 1 2 
5067 26 5 1 
5067 32 2 2 
5067 64 3 1 
5067 30 4 1 
5068 18 2 2 
5068 85 3 3 
5069 75 4 5 
5069 45 3 2 
5069 86 3 5 
5069 75 4 5 
5069 25 5 5 
5070 0 3 3 
5070 49 4 2 
5070 42 2 3 
5071 8 3 2 
5071 47 5 5 
5071 67 1 5 
5071 52 2 4 
5072 11 4 3 
5073 12 2 3 
5074 56 1 3 
5074 36 2 5 
5074 28 3 1 
5074 85 4 1 
5075 18 3 3 
5075 43 4 2 
5076 94 4 3 
5076 39 5 2 
5076 56 1 5 
5077 11 4 2 
5078 38 3 3 
5078 39 2 3 
5079 15 1 4 
5080 12 4 1 
5080 33 3 5 
5080 93 1 4 
5081 46 3 2 
5081 72 1 2 
5082 17 1 3 
5082 17 1 2 
5082 9 2 2 
5082 28 2 2 
5083 29 1 4 
5083 24 5 4 
5083 45 4 1 
5084 38 4 3 
5084 76 3 3 
5084 34 5 5 
5084 60 3 5 
5085 4 2 4 
5085 77 1 5 
5085 44 3 4 
5086 39 2 2 
5086 51 5 4 
5086 49 1 2 
5087 22 2 1 
5087 59 2 5 
5087 8 4 2 
5087 46 4 1 
5088 12 5 5 
5088 62 1 3 
5088 63 5 5 
5089 68 5 1 
5089 33 4 2 
5089 34 4 2 
5090 79 5 3 
5090 98 3 3 
5090 52 1 2 
5091 22 1 5 
5092 4 2 5 
5092 47 5 1 
5092 85 5 3 
5092 31 2 5 
5093 95 5 5 
5093 87 1 2 
5093 26 5 2 
5093 67 2 4 
5094 87 1 3 
5094 93 5 4 
5095 49 5 5 
5095 7 1 2 
5095 52 2 1 
5096 80 4 4 
5097 58 3 5 
5097 86 1 1 
5097 62 2 1 
5097 52 3 2 
5098 92 1 5 
5098 3 3 3 
5098 64 3 2 
5098 2 4 5 
5099 62 2 5 
5100 8 1 1 
5100 24 1 3 
5100 24 4 4 
5100 94 2 5 
5101 58 3 4 
5101 96 3 1 
5102 77 4 5 
5102 70 4 5 
5103 82 5 3 
5103 37 1 2 
5103 19 4 4 
5103 83 2 5 
5103 13 5 1 
5104 5 5 5 
5104 19 2 3 
5105 12 1 1 
5105 33 2 5 
5105 73 4 4 
5105 44 1 1 
5105 43 3 4 
5106 63 4 2 
5106 39 3 3 
5107 87 2 5 
5107 16 2 3 
5107 50 2 5 
5107 100 4 3 
5107 72 1 5 
5108 1 1 3 
5108 22 5 3 
5108 91 3 3 
5108 3 3 5 
5109 64 2 1 
5109 20 4 4 
5109 67 4 1 
5109 44 2 3 
5110 60 2 3 
5110 38 4 1 
5110 68 1 3 
5111 58 1 5 
5112 50 5 1 
5112 53 4 1 
5112 67 1 3 
5113 5 4 3 
5114 61 1 3 
5114 48 1 3 
5114 70 2 3 
5114 75 2 5 
5115 43 4 2 
5115 70 1 1 
5116 62 3 5 
5116 47 5 1 
5116 1 3 5 
5117 63 4 1 
5118 46 5 1 
5118 35 4 3 
5119 76 4 5 
5119 100 3 1 
5119 34 3 1 
5119 27 1 3 
5119 91 3 3 
5120 87 4 4 
5120 50 1 4 
5120 12 3 3 
5120 97 4 3 
5121 24 4 4 
5121 19 2 5 
5121 98 2 5 
5121 20 4 1 
5121 44 2 3 
5122 48 4 2 
5122 45 2 4 
5122 12 5 3 
5123 4 5 2 
5123 3 2 5 
5123 97 2 5 
5123 96 4 4 
5124 86 3 2 
5124 98 2 5 
5124 4 5 4 
5124 67 3 4 
5125 45 3 5 
5126 28 5 4 
5126 24 5 5 
5126 57 4 5 
5126 58 4 2 
5126 1 4 2 
5127 3 3 2 
5127 22 3 5 
5127 24 5 1 
5127 41 4 4 
5128 97 3 5 
5128 63 5 1 
5128 56 4 1 
5129 80 1 1 
5129 21 4 2 
5129 35 3 4 
5130 7 3 4 
5130 59 3 1 
5130 38 3 1 
5130 89 3 2 
5130 65 5 2 
5131 4 1 3 
5131 42 4 3 
5131 48 3 3 
5131 48 5 1 
5131 32 2 5 
5132 84 3 5 
5132 95 1 4 
5133 71 1 1 
5133 71 2 2 
5133 47 5 2 
5134 74 4 5 
5134 39 5 2 
5134 12 4 3 
5134 8 2 1 
5135 55 5 4 
5135 12 5 5 
5135 7 2 2 
5135 97 1 2 
5135 63 3 2 
5136 92 1 1 
5136 69 3 2 
5137 83 1 1 
5137 73 5 1 
5137 68 1 4 
5137 38 1 4 
5138 19 4 3 
5138 44 3 3 
5139 86 4 3 
5139 23 4 3 
5140 93 2 4 
5140 46 4 4 
5141 64 5 3 
5141 51 3 5 
5142 55 4 1 
5143 60 3 3 
5143 41 2 2 
5144 66 5 3 
5144 42 4 3 
5144 75 3 5 
5144 6 4 5 
5144 73 3 3 
5145 80 1 2 
5145 95 3 3 
5146 48 1 2 
5146 65 4 4 
5146 89 2 2 
5146 79 2 4 
5147 48 2 2 
5147 49 5 3 
5148 54 3 1 
5148 60 1 3 
5148 71 2 4 
5148 56 5 3 
5149 44 3 2 
5149 66 2 1 
5149 14 2 2 
5149 32 1 4 
5150 30 4 3 
5150 47 5 1 
5151 57 2 5 
5151 50 4 1 
5151 2 4 5 
5151 34 2 2 
5151 34 5 3 
5152 27 4 4 
5152 45 5 3 
5152 7 1 5 
5152 44 1 3 
5152 96 4 2 
5153 24 5 3 
5153 12 2 3 
5153 35 2 3 
5153 63 3 4 
5153 28 5 3 
5154 25 1 4 
5155 12 2 5 
5155 14 1 1 
5155 61 2 4 
5156 76 2 4 
5156 61 3 4 
5156 81 3 1 
5156 64 1 4 
5156 55 3 1 
5157 49 1 1 
5157 23 4 5 
5157 32 3 1 
5157 64 1 5 
5157 62 2 2 
5158 51 1 1 
5158 17 3 4 
5159 33 2 2 
5159 11 5 3 
5159 100 1 1 
5159 92 1 1 
5160 92 5 3 
5160 15 5 4 
5160 95 2 5 
5161 94 4 3 
5162 94 1 3 
5163 18 4 4 
5163 23 3 4 
5164 53 3 5 
5164 62 1 5 
5164 4 3 3 
5165 70 2 2 
5166 13 2 4 
5166 74 2 3 
5166 4 4 2 
5166 95 5 5 
5167 61 1 1 
5167 30 5 1 
5167 63 4 1 
5168 83 5 2 
5169 92 2 3 
5169 17 1 1 
5170 56 3 5 
5170 3 5 2 
5171 47 2 2 
5171 58 5 2 
5171 69 3 1 
5172 39 1 3 
5172 86 4 5 
5172 15 4 3 
5172 57 2 2 
5172 46 3 4 
5173 21 3 2 
5173 94 4 5 
5173 50 1 5 
5173 11 4 5 
5173 43 4 3 
5174 77 1 2 
5174 75 4 3 
5174 37 3 1 
5174 58 5 2 
5175 82 1 1 
5176 54 4 2 
5176 32 1 4 
5176 50 1 1 
5176 51 2 1 
5176 50 5 5 
5177 78 5 2 
5177 83 2 1 
5178 100 1 3 
5178 40 3 2 
5178 46 4 2 
5178 18 1 4 
5178 44 3 4 
5179 15 2 2 
5179 87 5 3 
5180 59 1 3 
5180 26 2 4 
5181 99 3 1 
5181 98 4 4 
5181 100 5 1 
5182 37 5 2 
5182 32 3 3 
5182 25 3 3 
5183 68 4 3 
5183 48 1 2 
5184 48 5 3 
5184 9 1 2 
5185 24 5 1 
5186 59 4 5 
5186 55 3 4 
5186 35 5 5 
5186 81 5 4 
5187 87 5 1 
5187 7 3 4 
5187 8 3 3 
5187 88 4 2 
5187 36 4 1 
5188 73 1 5 
5188 86 5 5 
5188 69 1 2 
5188 65 5 2 
5189 16 4 5 
5189 3 1 2 
5190 29 1 4 
5190 7 5 1 
5190 93 4 4 
5190 96 4 2 
5191 3 3 1 
5191 81 2 3 
5191 46 5 2 
5192 40 3 4 
5192 29 4 2 
5192 98 3 5 
5192 12 5 4 
5192 97 2 1 
5193 17 1 2 
5193 51 3 3 
5193 22 5 3 
5193 42 4 2 
5194 54 2 5 
5194 94 3 3 
5194 99 5 4 
5194 20 5 2 
5195 19 1 4 
5195 84 3 1 
5195 94 3 4 
5195 62 5 1 
5196 17 2 4 
5196 59 3 5 
5196 26 5 1 
5197 44 4 3 
5197 42 5 4 
5197 48 1 5 
5198 59 3 5 
5198 94 2 5 
5199 50 5 3 
5200 18 5 1 
5200 100 5 3 
5200 1 5 5 
5200 79 3 4 
5200 62 5 1 
5201 64 3 3 
5201 1 4 3 
5201 18 2 2 
5201 85 5 1 
5201 44 1 3 
5202 100 2 5 
5202 11 4 2 
5202 23 5 1 
5202 41 4 2 
5202 69 2 4 
5203 2 4 1 
5203 11 2 4 
5203 77 5 3 
5203 11 3 1 
5204 41 3 1 
5204 32 3 2 
5204 35 4 1 
5205 27 4 2 
5205 21 1 5 
5206 70 5 5 
5207 76 1 2 
5207 52 5 2 
5208 30 2 3 
5209 42 1 5 
5210 13 1 5 
5210 51 3 1 
5210 98 3 5 
5210 22 4 3 
5210 57 5 4 
5211 24 3 5 
5211 6 4 5 
5211 21 5 5 
5212 84 4 3 
5212 20 3 4 
5213 66 1 2 
5213 61 5 3 
5214 80 3 5 
5214 32 5 3 
5214 15 4 3 
5214 16 4 3 
5214 31 5 5 
5215 49 4 5 
5215 90 4 4 
5215 3 5 3 
5215 95 1 1 
5216 62 4 4 
5216 5 4 1 
5216 7 3 3 
5216 46 4 4 
5217 39 4 3 
5217 33 3 5 
5218 85 1 2 
5218 92 4 3 
5218 12 5 3 
5218 89 2 2 
5219 80 5 2 
5219 92 2 4 
5219 44 2 3 
5219 12 1 1 
5220 79 5 3 
5221 0 4 2 
5221 57 2 3 
5221 62 4 1 
5222 45 2 2 
5222 55 1 5 
5223 25 5 3 
5223 17 4 4 
5224 91 3 4 
5224 93 1 2 
5225 44 2 5 
5225 100 3 1 
5225 62 3 5 
5225 55 3 1 
5226 82 4 2 
5226 71 2 1 
5226 88 5 3 
5227 46 1 5 
5228 76 2 5 
5228 63 1 4 
5228 5 5 4 
5228 76 1 1 
5229 28 1 4 
5229 98 5 5 
5230 40 5 2 
5230 39 5 4 
5230 53 1 4 
5230 84 3 1 
5230 95 1 5 
5231 28 5 3 
5231 74 5 4 
5231 46 5 3 
5232 93 4 2 
5232 25 5 1 
5232 0 4 4 
5232 51 4 1 
5232 82 3 2 
5233 44 2 1 
5233 58 4 5 
5234 28 1 4 
5235 35 3 5 
5236 40 4 4 
5237 20 5 4 
5238 31 1 1 
5238 66 5 4 
5238 74 3 1 
5239 90 3 4 
5239 59 3 1 
5239 52 1 3 
5240 19 3 2 
5241 22 4 4 
5241 11 4 1 
5241 8 1 1 
5241 54 5 4 
5241 15 2 2 
5242 88 2 3 
5242 66 4 3 
5242 51 1 4 
5242 17 2 1 
5242 7 1 3 
5243 36 3 5 
5243 55 1 4 
5243 36 4 2 
5243 14 3 3 
5243 56 3 5 
5244 3 5 2 
5244 92 1 3 
5244 72 3 5 
5245 5 1 4 
5245 83 4 4 
5245 30 5 4 
5245 16 3 3 
5245 75 4 2 
5246 82 5 1 
5246 33 1 2 
5247 31 1 5 
5247 26 2 5 
5248 2 3 1 
5249 5 2 1 
5249 17 5 1 
5249 86 3 1 
5249 42 2 5 
5249 14 5 2 
5250 77 5 1 
5250 33 5 2 
5250 22 2 5 
5250 27 5 2 
5251 3 1 5 
5251 95 1 2 
5252 58 1 2 
5252 64 5 1 
5252 60 5 1 
5252 40 3 5 
5252 15 2 1 
5253 47 5 1 
5253 72 3 4 
5254 23 3 5 
5255 2 4 1 
5255 5 2 4 
5256 80 4 2 
5256 79 3 3 
5257 78 4 4 
5257 28 5 1 
5257 98 2 2 
5257 66 2 1 
5258 62 4 5 
5258 26 4 3 
5258 28 1 1 
5258 10 5 1 
5259 21 1 2 
5259 15 1 5 
5259 49 3 3 
5259 47 5 1 
5259 84 1 4 
5260 53 1 1 
5260 99 3 2 
5260 56 4 3 
5260 64 1 4 
5261 10 1 3 
5261 79 1 3 
5261 48 4 5 
5262 4 3 3 
5262 36 2 5 
5263 55 1 5 
5263 80 4 2 
5263 2 4 2 
5263 19 5 3 
5264 0 1 1 
5264 5 1 2 
5264 60 1 1 
5264 65 5 3 
5265 98 5 2 
5265 73 3 3 
5266 36 4 1 
5266 16 2 3 
5267 39 4 5 
5268 1 1 4 
5269 40 3 2 
5269 47 4 4 
5269 96 3 4 
5269 46 4 3 
5269 74 2 1 
5270 65 3 1 
5270 80 4 3 
5271 52 4 2 
5271 66 1 3 
5271 22 1 5 
5272 54 1 3 
5273 7 4 1 
5273 40 4 4 
5273 64 5 5 
5273 32 5 1 
5273 85 2 2 
5274 43 3 1 
5274 11 4 3 
5274 6 3 1 
5275 87 3 1 
5275 75 5 4 
5275 63 4 5 
5275 62 5 5 
5275 100 5 4 
5276 93 3 1 
5277 86 4 2 
5278 18 5 1 
5279 80 3 1 
5279 15 5 1 
5279 55 2 3 
5279 35 3 3 
5279 71 1 3 
5280 71 5 3 
5280 58 4 2 
5280 100 1 5 
5281 32 5 3 
5281 29 3 3 
5281 12 5 1 
5281 97 1 2 
5282 42 3 4 
5282 4 3 5 
5282 60 2 5 
5282 4 4 5 
5282 71 2 3 
5283 38 3 1 
5283 16 5 3 
5283 86 1 5 
5284 51 5 2 
5284 24 2 3 
5285 86 4 5 
5285 4 4 4 
5285 97 3 4 
5285 98 3 1 
5285 31 1 4 
